product_id,product_name,category,brand,unit_price,currency,active_flag
P000468,Dress,Clothing,H&M,76.44,GBP,Y
P000469,Desk,Home,Siemens,601.34,EUR,N
P000470,Smartphone,Electronics,LG,1314.89,USD,Y
P000471,Dumbbells,Sports,Reebok,341.86,USD,Y
P000472,Shampoo,Beauty,Dove,235.71,EUR,Y
P000473,Dumbbells,Sports,Adidas,410.65,USD,Y
P000474,Yoga Mat,Sports,Adidas,151.67,EUR,Y
P000475,Laptop,Electronics,Apple,2161.79,EUR,Y
P000476,Smartphone,Electronics,Dell,179.65,GBP,Y
P000477,Body Lotion,Beauty,Maybelline,173.38,EUR,N
P000478,Face Cream,Beauty,Maybelline,11.76,USD,Y
P000479,Fitness Tracker,Sports,Nike,497.62,USD,Y
P000480,Mouse,Electronics,Lenovo,272.47,GBP,N
P000481,Dumbbells,Sports,Adidas,552.08,GBP,Y
P000482,Vacuum Cleaner,Home,Bosch,1191.85,GBP,Y
P000483,Perfume,Beauty,Maybelline,11.28,GBP,Y
P000484,T-Shirt,Clothing,H&M,156.32,GBP,Y
P000485,Dress,Clothing,Nike,237.49,GBP,Y
P000486,Face Cream,Beauty,Dove,81.51,EUR,N
P000487,Headphones,Electronics,Sony,1313.82,EUR,Y
P000488,Football,Sports,Garmin,81.79,GBP,Y
P000489,Running Shoes,Sports,Adidas,265.33,USD,Y
P000490,Coffee Machine,Home,Bosch,912.63,USD,Y
P000491,Keyboard,Electronics,Sony,1929.47,USD,N
P000492,Football,Sports,Reebok,510.31,EUR,Y
P000493,Jeans,Clothing,Nike,164.26,GBP,Y
P000494,Headphones,Electronics,LG,1498.0,EUR,Y
P000495,Keyboard,Electronics,Dell,568.77,GBP,Y
P000496,Headphones,Electronics,Dell,675.59,EUR,N
P000497,Face Cream,Beauty,Garnier,64.3,EUR,Y
P000498,Face Cream,Beauty,Maybelline,213.11,GBP,Y
P000499,Coffee Machine,Home,Philips,563.47,USD,Y
P000500,Lipstick,Beauty,Nivea,162.49,EUR,Y
P000501,Fitness Tracker,Sports,Puma,442.42,GBP,Y
P000502,Sneakers,Clothing,Zara,78.96,GBP,N
P000503,Desk,Home,Dyson,799.12,EUR,Y
P000504,Jeans,Clothing,Adidas,17.7,GBP,Y
P000505,Shampoo,Beauty,Nivea,45.15,EUR,Y
P000506,Dumbbells,Sports,Puma,235.12,EUR,Y
P000507,Fitness Tracker,Sports,Nike,681.19,EUR,Y
P000508,Monitor,Electronics,Dell,271.21,EUR,Y
P000509,Yoga Mat,Sports,Reebok,621.77,GBP,Y
P000510,Dress,Clothing,Adidas,280.47,EUR,Y
P000511,Vacuum Cleaner,Home,Dyson,336.54,GBP,Y
P000512,T-Shirt,Clothing,Zara,112.65,GBP,N
P000513,Mouse,Electronics,LG,488.19,GBP,N
P000514,Football,Sports,Puma,558.99,USD,Y
P000515,Jacket,Clothing,Adidas,66.05,EUR,N
P000516,Chair,Home,Philips,483.62,GBP,Y
P000517,Mouse,Electronics,Dell,834.71,EUR,Y
P000518,Running Shoes,Sports,Nike,395.22,USD,Y
P000519,Tablet,Electronics,Samsung,1459.12,GBP,Y
P000520,Fitness Tracker,Sports,Puma,435.05,EUR,N
P000521,T-Shirt,Clothing,Zara,338.1,GBP,Y
P000522,T-Shirt,Clothing,Nike,75.06,GBP,Y
P000523,Vacuum Cleaner,Home,IKEA,190.52,EUR,Y
P000524,Desk,Home,Dyson,603.89,GBP,Y
P000525,Coffee Machine,Home,Siemens,1293.61,GBP,Y
P000526,Fitness Tracker,Sports,Reebok,62.13,GBP,Y
P000527,Perfume,Beauty,Maybelline,108.18,USD,Y
P000528,Face Cream,Beauty,Garnier,120.57,GBP,Y
P000529,Chair,Home,Bosch,1209.13,GBP,Y
P000530,Sneakers,Clothing,Nike,30.62,USD,Y
P000531,Coffee Machine,Home,Bosch,502.44,GBP,N
P000532,Body Lotion,Beauty,Dove,51.39,USD,Y
P000533,Headphones,Electronics,Dell,579.26,EUR,Y
P000534,Shampoo,Beauty,Maybelline,155.37,EUR,Y
P000535,Tablet,Electronics,LG,1403.49,GBP,Y
P000536,Running Shoes,Sports,Garmin,448.78,USD,N
P000537,Chair,Home,Dyson,1490.24,USD,Y
P000538,Vacuum Cleaner,Home,Philips,843.93,USD,N
P000539,Perfume,Beauty,L'Oreal,82.65,GBP,Y
P000540,T-Shirt,Clothing,Zara,161.49,USD,Y
P000541,Body Lotion,Beauty,Garnier,110.85,EUR,N
P000542,Jacket,Clothing,Puma,176.69,USD,Y
P000543,Face Cream,Beauty,Dove,22.23,USD,Y
P000544,Tablet,Electronics,Samsung,1705.33,EUR,Y
P000545,Perfume,Beauty,Maybelline,29.41,USD,Y
P000546,Dumbbells,Sports,Reebok,426.29,GBP,Y
P000547,Football,Sports,Reebok,213.07,USD,Y
P000548,Headphones,Electronics,Apple,1569.17,USD,Y
P000549,Dumbbells,Sports,Nike,441.35,USD,Y
P000550,Vacuum Cleaner,Home,Philips,38.46,USD,Y
P000551,Vacuum Cleaner,Home,Philips,51.97,GBP,Y
P000552,Perfume,Beauty,L'Oreal,61.24,USD,Y
P000553,Headphones,Electronics,Samsung,524.39,USD,Y
P000554,Dress,Clothing,Nike,175.56,USD,Y
P000555,Coffee Machine,Home,Siemens,668.25,GBP,Y
P000556,Mouse,Electronics,Dell,184.76,GBP,Y
P000557,Mouse,Electronics,LG,1639.05,USD,Y
P000558,Shampoo,Beauty,Nivea,162.46,EUR,Y
P000559,Perfume,Beauty,Garnier,83.95,EUR,Y
P000560,Fitness Tracker,Sports,Puma,256.87,GBP,Y
P000561,Fitness Tracker,Sports,Adidas,179.75,USD,Y
P000562,Coffee Machine,Home,Bosch,645.46,USD,Y
P000563,Keyboard,Electronics,Lenovo,1139.9,EUR,Y
P000564,Body Lotion,Beauty,Dove,91.27,GBP,Y
P000565,Football,Sports,Nike,20.32,USD,Y
P000566,Coffee Machine,Home,Siemens,233.35,EUR,Y
P000567,Chair,Home,Dyson,191.34,USD,Y
P000568,Jacket,Clothing,Puma,95.99,USD,Y
P000569,Dining Table,Home,Siemens,1347.65,EUR,Y
P000570,Face Cream,Beauty,Garnier,145.57,GBP,Y
P000571,Vacuum Cleaner,Home,IKEA,1358.22,GBP,Y
P000572,Jeans,Clothing,H&M,334.23,GBP,Y
P000573,Coffee Machine,Home,Bosch,32.61,EUR,Y
P000574,Tablet,Electronics,Lenovo,744.08,USD,N
P000575,Lipstick,Beauty,Dove,207.93,EUR,Y
P000576,Sneakers,Clothing,H&M,75.27,USD,N
P000577,Coffee Machine,Home,Dyson,1101.54,GBP,Y
P000578,Running Shoes,Sports,Adidas,364.25,EUR,Y
P000579,Desk,Home,Philips,731.67,EUR,Y
P000580,Face Cream,Beauty,Dove,208.7,GBP,Y
P000581,Laptop,Electronics,LG,94.92,EUR,Y
P000582,Lipstick,Beauty,Maybelline,144.06,GBP,Y
P000583,Dining Table,Home,IKEA,70.39,USD,Y
P000584,Coffee Machine,Home,Siemens,952.28,GBP,Y
P000585,Fitness Tracker,Sports,Nike,406.89,GBP,Y
P000586,Laptop,Electronics,Sony,1175.19,USD,Y
P000587,Desk,Home,IKEA,1236.4,EUR,Y
P000588,Chair,Home,Siemens,1366.41,GBP,N
P000589,Tablet,Electronics,LG,1522.9,USD,Y
P000590,Keyboard,Electronics,Dell,1768.05,EUR,Y
P000591,Sneakers,Clothing,H&M,150.54,GBP,Y
P000592,T-Shirt,Clothing,Puma,186.31,GBP,Y
P000593,Body Lotion,Beauty,Garnier,133.43,GBP,Y
P000594,T-Shirt,Clothing,Puma,301.93,EUR,Y
P000595,Laptop,Electronics,Dell,2147.94,USD,Y
P000596,Chair,Home,Dyson,295.22,USD,Y
P000597,Vacuum Cleaner,Home,Dyson,560.52,GBP,Y
P000598,Jeans,Clothing,Adidas,149.97,GBP,Y
P000599,Body Lotion,Beauty,Dove,197.9,USD,Y
P000600,Jacket,Clothing,H&M,288.62,GBP,N
P000601,Body Lotion,Beauty,L'Oreal,159.2,USD,N
P000602,Vacuum Cleaner,Home,Bosch,1062.79,USD,Y
P000603,Jeans,Clothing,Adidas,117.48,GBP,N
P000604,Perfume,Beauty,Dove,19.97,USD,Y
P000605,Perfume,Beauty,Maybelline,124.84,GBP,Y
P000606,Yoga Mat,Sports,Garmin,299.65,GBP,N
P000607,Jacket,Clothing,Nike,171.91,GBP,N
P000608,Shampoo,Beauty,L'Oreal,78.78,USD,Y
P000609,T-Shirt,Clothing,Nike,209.03,EUR,Y
P000610,T-Shirt,Clothing,Puma,248.9,USD,N
P000611,Headphones,Electronics,Apple,651.04,EUR,Y
P000612,Face Cream,Beauty,L'Oreal,191.96,EUR,Y
P000613,Tablet,Electronics,Samsung,1024.53,GBP,Y
P000614,T-Shirt,Clothing,Puma,101.68,GBP,Y
P000615,Coffee Machine,Home,Dyson,35.8,USD,Y
P000616,Lipstick,Beauty,L'Oreal,33.76,GBP,Y
P000617,Running Shoes,Sports,Nike,120.89,EUR,Y
P000618,Sneakers,Clothing,Zara,165.78,EUR,Y
P000619,Mouse,Electronics,Samsung,1249.84,EUR,Y
P000620,Sneakers,Clothing,Adidas,130.73,EUR,N
P000621,Desk,Home,Siemens,677.75,USD,Y
P000622,Fitness Tracker,Sports,Reebok,108.54,USD,Y
P000623,Body Lotion,Beauty,Dove,191.58,EUR,Y
P000624,Keyboard,Electronics,Samsung,128.99,USD,Y
P000625,Tablet,Electronics,Samsung,1045.22,USD,Y
P000626,Dress,Clothing,Adidas,344.29,GBP,Y
P000627,Football,Sports,Puma,169.0,GBP,Y
P000628,Headphones,Electronics,Dell,332.81,EUR,Y
P000629,Dumbbells,Sports,Garmin,693.27,USD,Y
P000630,Body Lotion,Beauty,L'Oreal,244.68,GBP,Y
P000631,Tablet,Electronics,Lenovo,30.81,GBP,Y
P000632,Perfume,Beauty,Nivea,77.07,EUR,Y
P000633,Keyboard,Electronics,Apple,1427.69,EUR,Y
P000634,Headphones,Electronics,Lenovo,820.07,EUR,Y
P000635,Vacuum Cleaner,Home,Siemens,922.07,GBP,Y
P000636,Dining Table,Home,Philips,900.61,GBP,Y
P000637,Sneakers,Clothing,H&M,268.68,GBP,Y
P000638,Dining Table,Home,Dyson,1275.03,EUR,Y
P000639,Mouse,Electronics,Dell,1520.87,EUR,Y
P000640,Monitor,Electronics,Apple,1224.53,GBP,Y
P000641,Desk,Home,Dyson,598.96,EUR,Y
P000642,Lipstick,Beauty,Garnier,131.79,EUR,Y
P000643,Body Lotion,Beauty,Dove,226.55,GBP,N
P000644,Perfume,Beauty,Nivea,23.99,USD,Y
P000645,Desk,Home,Philips,182.75,USD,Y
P000646,Shampoo,Beauty,L'Oreal,47.83,USD,Y
P000647,Perfume,Beauty,L'Oreal,113.49,USD,Y
P000648,Fitness Tracker,Sports,Reebok,261.32,USD,Y
P000649,Perfume,Beauty,L'Oreal,154.42,USD,N
P000650,Keyboard,Electronics,Dell,1237.29,USD,Y
P000651,Smartphone,Electronics,Apple,672.28,EUR,Y
P000652,Headphones,Electronics,Sony,2180.44,GBP,Y
P000653,Jeans,Clothing,Nike,74.41,GBP,Y
P000654,Running Shoes,Sports,Puma,447.36,EUR,N
P000655,Jeans,Clothing,H&M,176.76,GBP,Y
P000656,Tablet,Electronics,Sony,1897.04,USD,Y
P000657,Running Shoes,Sports,Garmin,50.6,EUR,Y
P000658,Running Shoes,Sports,Puma,397.73,GBP,Y
P000659,Desk,Home,Bosch,747.91,GBP,N
P000660,Desk,Home,Dyson,55.12,USD,Y
P000661,T-Shirt,Clothing,Nike,170.34,USD,Y
P000662,Smartphone,Electronics,Lenovo,849.21,GBP,Y
P000663,Jeans,Clothing,Zara,40.85,GBP,Y
P000664,Laptop,Electronics,Samsung,2004.99,EUR,N
P000665,Laptop,Electronics,Lenovo,691.94,EUR,Y
P000666,Yoga Mat,Sports,Adidas,629.57,GBP,Y
P000667,Chair,Home,Bosch,40.18,EUR,Y
P000668,Yoga Mat,Sports,Adidas,187.4,GBP,N
P000669,Vacuum Cleaner,Home,Philips,1051.2,GBP,Y
P000670,Tablet,Electronics,Lenovo,1127.3,GBP,Y
P000671,Monitor,Electronics,Lenovo,417.86,USD,Y
P000672,Yoga Mat,Sports,Reebok,560.86,USD,Y
P000673,Shampoo,Beauty,L'Oreal,65.09,EUR,Y
P000674,Yoga Mat,Sports,Puma,650.87,GBP,Y
P000675,Body Lotion,Beauty,L'Oreal,131.03,GBP,Y
P000676,Yoga Mat,Sports,Nike,444.49,EUR,N
P000677,Running Shoes,Sports,Garmin,205.36,EUR,N
P000678,Keyboard,Electronics,Samsung,1049.76,USD,Y
P000679,Chair,Home,Siemens,706.84,GBP,Y
P000680,Laptop,Electronics,Sony,48.54,GBP,Y
P000681,Desk,Home,Siemens,979.95,GBP,Y
P000682,Body Lotion,Beauty,Maybelline,225.41,GBP,N
P000683,Yoga Mat,Sports,Reebok,217.75,USD,Y
P000684,Coffee Machine,Home,Philips,874.29,EUR,Y
P000685,Vacuum Cleaner,Home,Bosch,1115.36,USD,Y
P000686,T-Shirt,Clothing,Nike,137.26,GBP,Y
P000687,Monitor,Electronics,LG,1196.19,GBP,Y
P000688,Dining Table,Home,IKEA,931.56,GBP,Y
P000689,Dress,Clothing,Puma,104.37,USD,Y
P000690,Vacuum Cleaner,Home,Philips,522.97,USD,Y
P000691,T-Shirt,Clothing,Adidas,341.04,EUR,Y
P000692,Dress,Clothing,Puma,293.61,USD,N
P000693,Desk,Home,Bosch,1471.76,USD,Y
P000694,Vacuum Cleaner,Home,IKEA,715.78,USD,N
P000695,Jeans,Clothing,Zara,307.32,EUR,Y
P000696,Tablet,Electronics,Apple,282.8,USD,Y
P000697,Sneakers,Clothing,Puma,123.66,GBP,Y
P000698,Sneakers,Clothing,H&M,153.81,USD,Y
P000699,Fitness Tracker,Sports,Garmin,486.78,EUR,Y
P000700,Keyboard,Electronics,Samsung,1010.53,EUR,N
P000701,Sneakers,Clothing,H&M,269.54,EUR,N
P000702,Lipstick,Beauty,Garnier,32.6,USD,Y
P000703,Shampoo,Beauty,Nivea,69.51,GBP,Y
P000704,Mouse,Electronics,Lenovo,771.1,GBP,N
P000705,Shampoo,Beauty,Nivea,112.83,EUR,Y
P000706,Perfume,Beauty,Maybelline,143.13,EUR,Y
P000707,Fitness Tracker,Sports,Adidas,671.37,USD,Y
P000708,Perfume,Beauty,Dove,154.04,EUR,Y
P000709,Football,Sports,Nike,329.11,EUR,Y
P000710,Smartphone,Electronics,Apple,1489.16,EUR,Y
P000711,Jeans,Clothing,Zara,225.91,USD,N
P000712,Chair,Home,IKEA,361.9,USD,Y
P000713,Sneakers,Clothing,Nike,345.86,EUR,N
P000714,Dining Table,Home,Philips,282.56,USD,Y
P000715,Vacuum Cleaner,Home,Siemens,1064.48,USD,Y
P000716,Keyboard,Electronics,Dell,2158.45,USD,Y
P000717,Lipstick,Beauty,L'Oreal,238.64,GBP,N
P000718,Vacuum Cleaner,Home,Philips,60.39,USD,Y
P000719,Jeans,Clothing,Zara,338.35,EUR,Y
P000720,Fitness Tracker,Sports,Puma,154.59,EUR,Y
P000721,Monitor,Electronics,Dell,2159.41,USD,Y
P000722,Fitness Tracker,Sports,Reebok,197.82,USD,Y
P000723,Vacuum Cleaner,Home,Philips,246.83,GBP,Y
P000724,Monitor,Electronics,Apple,138.0,USD,Y
P000725,Running Shoes,Sports,Puma,470.08,EUR,N
P000726,Football,Sports,Puma,318.39,EUR,Y
P000727,Monitor,Electronics,LG,1996.05,EUR,Y
P000728,Face Cream,Beauty,Dove,60.76,EUR,Y
P000729,Chair,Home,Siemens,348.34,EUR,Y
P000730,Face Cream,Beauty,Garnier,137.12,EUR,Y
P000731,Laptop,Electronics,Dell,1949.37,EUR,Y
P000732,Lipstick,Beauty,Dove,129.47,USD,Y
P000733,Laptop,Electronics,Dell,1263.86,EUR,Y
P000734,Chair,Home,IKEA,135.68,EUR,Y
P000735,Jeans,Clothing,Zara,85.08,GBP,N
P000736,Tablet,Electronics,Sony,303.7,EUR,Y
P000737,Coffee Machine,Home,IKEA,1348.6,USD,Y
P000738,Fitness Tracker,Sports,Nike,310.38,EUR,Y
P000739,Smartphone,Electronics,Apple,984.6,EUR,Y
P000740,Chair,Home,Bosch,528.52,EUR,N
P000741,Coffee Machine,Home,IKEA,1000.09,EUR,Y
P000742,Keyboard,Electronics,Apple,1245.28,EUR,Y
P000743,Sneakers,Clothing,Nike,26.9,USD,Y
P000744,Dining Table,Home,IKEA,523.69,GBP,Y
P000745,Perfume,Beauty,Garnier,28.3,EUR,Y
P000746,Shampoo,Beauty,Garnier,240.0,EUR,Y
P000747,Dumbbells,Sports,Adidas,256.52,USD,Y
P000748,Jacket,Clothing,H&M,102.12,USD,N
P000749,Keyboard,Electronics,Dell,1329.49,EUR,N
P000750,Shampoo,Beauty,Nivea,147.77,USD,Y
P000751,Laptop,Electronics,Dell,1565.51,GBP,Y
P000752,Chair,Home,Dyson,439.45,USD,Y
P000753,Running Shoes,Sports,Puma,83.09,GBP,Y
P000754,Jeans,Clothing,Adidas,118.9,GBP,Y
P000755,Face Cream,Beauty,Dove,203.45,EUR,Y
P000756,Shampoo,Beauty,Maybelline,95.84,USD,Y
P000757,Smartphone,Electronics,Lenovo,1176.41,USD,Y
P000758,Fitness Tracker,Sports,Garmin,356.99,EUR,Y
P000759,Laptop,Electronics,Sony,624.99,EUR,Y
P000760,Desk,Home,Siemens,1172.06,USD,Y
P000761,Fitness Tracker,Sports,Garmin,195.45,USD,Y
P000762,Perfume,Beauty,Dove,192.64,GBP,Y
P000763,Chair,Home,Siemens,1049.88,GBP,Y
P000764,Laptop,Electronics,Lenovo,1897.48,GBP,Y
P000765,Vacuum Cleaner,Home,Siemens,156.74,GBP,Y
P000766,Dining Table,Home,Siemens,143.59,GBP,Y
P000767,Yoga Mat,Sports,Puma,322.51,EUR,Y
P000768,Sneakers,Clothing,Zara,48.0,EUR,Y
P000769,Jacket,Clothing,Puma,241.04,EUR,N
P000770,Fitness Tracker,Sports,Nike,43.38,GBP,N
P000771,Fitness Tracker,Sports,Reebok,459.86,USD,Y
P000772,Lipstick,Beauty,Nivea,227.37,EUR,N
P000773,Dining Table,Home,Siemens,996.2,GBP,Y
P000774,Football,Sports,Nike,28.65,GBP,Y
P000775,Perfume,Beauty,Maybelline,161.23,USD,Y
P000776,T-Shirt,Clothing,Zara,117.58,USD,Y
P000777,T-Shirt,Clothing,H&M,280.05,USD,Y
P000778,Jeans,Clothing,Zara,214.29,GBP,Y
P000779,Fitness Tracker,Sports,Adidas,645.06,USD,Y
P000780,Chair,Home,Siemens,126.24,USD,Y
P000781,Football,Sports,Adidas,155.86,GBP,Y
P000782,Fitness Tracker,Sports,Nike,641.96,GBP,Y
P000783,Face Cream,Beauty,Nivea,61.81,USD,Y
P000784,Dress,Clothing,Nike,173.36,EUR,Y
P000785,Dining Table,Home,Bosch,992.91,USD,Y
P000786,Coffee Machine,Home,Philips,1387.06,EUR,Y
P000787,Sneakers,Clothing,Zara,195.24,EUR,Y
P000788,Football,Sports,Nike,421.48,EUR,Y
P000789,Perfume,Beauty,Nivea,110.61,EUR,Y
P000790,T-Shirt,Clothing,Puma,255.45,GBP,Y
P000791,Desk,Home,Bosch,1037.02,EUR,N
P000792,Yoga Mat,Sports,Adidas,305.71,USD,N
P000793,Sneakers,Clothing,Puma,166.81,GBP,Y
P000794,Keyboard,Electronics,Samsung,527.4,USD,Y
P000795,Chair,Home,Siemens,37.17,GBP,Y
P000796,Keyboard,Electronics,Lenovo,258.84,USD,N
P000797,Smartphone,Electronics,Samsung,1227.14,GBP,Y
P000798,Chair,Home,Siemens,971.53,GBP,Y
P000799,Perfume,Beauty,Nivea,80.22,GBP,Y
P000800,Dress,Clothing,Puma,264.48,EUR,Y
P000801,Yoga Mat,Sports,Puma,80.92,USD,Y
P000802,Shampoo,Beauty,L'Oreal,149.45,GBP,Y
P000803,T-Shirt,Clothing,Nike,93.84,GBP,Y
P000804,Running Shoes,Sports,Garmin,631.87,EUR,Y
P000805,Mouse,Electronics,Dell,1066.56,GBP,Y
P000806,Body Lotion,Beauty,Nivea,64.55,GBP,Y
P000807,Smartphone,Electronics,Dell,2013.56,USD,Y
P000808,Headphones,Electronics,Lenovo,267.13,EUR,N
P000809,Running Shoes,Sports,Puma,532.34,EUR,N
P000810,Lipstick,Beauty,Maybelline,216.21,USD,Y
P000811,Jacket,Clothing,Adidas,93.69,GBP,Y
P000812,Coffee Machine,Home,Siemens,603.15,GBP,Y
P000813,Chair,Home,Siemens,566.21,EUR,Y
P000814,Mouse,Electronics,Lenovo,1378.63,GBP,Y
P000815,Running Shoes,Sports,Adidas,223.15,EUR,Y
P000816,Vacuum Cleaner,Home,Bosch,1425.5,GBP,Y
P000817,Football,Sports,Puma,426.24,EUR,Y
P000818,Body Lotion,Beauty,Garnier,139.4,GBP,Y
P000819,Smartphone,Electronics,LG,698.09,USD,Y
P000820,Tablet,Electronics,Apple,209.97,EUR,Y
P000821,Keyboard,Electronics,Samsung,1257.06,USD,N
P000822,Football,Sports,Garmin,251.31,USD,Y
P000823,Desk,Home,Siemens,1424.95,GBP,Y
P000824,T-Shirt,Clothing,Adidas,96.53,USD,Y
P000825,Jacket,Clothing,H&M,290.04,EUR,Y
P000826,Lipstick,Beauty,Dove,238.61,GBP,Y
P000827,Jeans,Clothing,Nike,327.18,EUR,Y
P000828,Dress,Clothing,Zara,194.74,USD,N
P000829,Football,Sports,Adidas,342.23,USD,Y
P000830,Dress,Clothing,Zara,131.63,GBP,Y
P000831,Face Cream,Beauty,Nivea,87.48,EUR,N
P000832,Chair,Home,Bosch,1170.93,GBP,Y
P000833,Sneakers,Clothing,Adidas,18.84,EUR,Y
P000834,Desk,Home,Dyson,386.74,GBP,Y
P000835,Football,Sports,Garmin,463.0,USD,Y
P000836,Fitness Tracker,Sports,Puma,356.69,GBP,Y
P000837,Chair,Home,Bosch,1282.94,EUR,Y
P000838,Jeans,Clothing,Puma,165.73,EUR,Y
P000839,Desk,Home,Siemens,663.28,GBP,Y
P000840,Body Lotion,Beauty,Garnier,193.56,EUR,N
P000841,Fitness Tracker,Sports,Puma,604.35,EUR,Y
P000842,Monitor,Electronics,Samsung,410.87,USD,Y
P000843,Lipstick,Beauty,Dove,234.38,USD,Y
P000844,Football,Sports,Adidas,475.89,EUR,Y
P000845,Coffee Machine,Home,IKEA,119.68,EUR,Y
P000846,Shampoo,Beauty,Maybelline,33.37,USD,Y
P000847,Football,Sports,Adidas,483.4,EUR,Y
P000848,Dress,Clothing,Nike,261.81,GBP,Y
P000849,Coffee Machine,Home,Bosch,1083.23,EUR,Y
P000850,Yoga Mat,Sports,Adidas,103.68,GBP,Y
P000851,Jeans,Clothing,Nike,213.97,EUR,Y
P000852,Yoga Mat,Sports,Garmin,669.79,USD,Y
P000853,Jacket,Clothing,Zara,288.83,EUR,Y
P000854,Face Cream,Beauty,Nivea,115.04,EUR,Y
P000855,Yoga Mat,Sports,Puma,110.24,GBP,Y
P000856,Chair,Home,Philips,1101.96,EUR,Y
P000857,Vacuum Cleaner,Home,Siemens,74.75,GBP,Y
P000858,Mouse,Electronics,Sony,589.74,EUR,Y
P000859,Chair,Home,Philips,62.19,EUR,Y
P000860,Headphones,Electronics,Apple,1613.96,USD,Y
P000861,Perfume,Beauty,Nivea,72.81,USD,N
P000862,Monitor,Electronics,Dell,1530.62,GBP,Y
P000863,Smartphone,Electronics,Samsung,758.97,USD,Y
P000864,T-Shirt,Clothing,Nike,59.01,GBP,Y
P000865,Coffee Machine,Home,Philips,86.13,GBP,Y
P000866,T-Shirt,Clothing,H&M,22.41,EUR,N
P000867,Vacuum Cleaner,Home,Bosch,876.32,GBP,N
P000868,Jeans,Clothing,Nike,40.09,EUR,Y
P000869,Dumbbells,Sports,Reebok,16.62,EUR,Y
P000870,Fitness Tracker,Sports,Reebok,289.25,GBP,Y
P000871,Jacket,Clothing,Puma,177.69,GBP,Y
P000872,Coffee Machine,Home,Bosch,1307.92,GBP,Y
P000873,T-Shirt,Clothing,Adidas,135.13,USD,N
P000874,Headphones,Electronics,Samsung,1542.72,GBP,Y
P000875,Monitor,Electronics,Lenovo,654.36,USD,N
P000876,Jeans,Clothing,Puma,272.08,EUR,N
P000877,Body Lotion,Beauty,Maybelline,73.92,EUR,Y
P000878,Laptop,Electronics,Lenovo,1217.93,USD,Y
P000879,Lipstick,Beauty,Garnier,174.35,USD,Y
P000880,Sneakers,Clothing,Puma,327.48,GBP,Y
P000881,Laptop,Electronics,Dell,903.84,GBP,Y
P000882,Fitness Tracker,Sports,Reebok,634.88,GBP,Y
P000883,Coffee Machine,Home,Dyson,684.12,GBP,Y
P000884,T-Shirt,Clothing,Nike,41.3,EUR,N
P000885,Vacuum Cleaner,Home,Philips,919.1,GBP,Y
P000886,T-Shirt,Clothing,Adidas,168.63,USD,Y
P000887,Jacket,Clothing,Nike,289.54,GBP,Y
P000888,Keyboard,Electronics,Lenovo,664.45,USD,N
P000889,Smartphone,Electronics,LG,652.46,USD,Y
P000890,Monitor,Electronics,Dell,330.21,GBP,N
P000891,Mouse,Electronics,Dell,204.31,GBP,N
P000892,Vacuum Cleaner,Home,Siemens,504.59,EUR,Y
P000893,Tablet,Electronics,Dell,530.94,GBP,Y
P000894,Dining Table,Home,Philips,815.42,EUR,Y
P000895,Perfume,Beauty,Garnier,16.36,USD,Y
P000896,Fitness Tracker,Sports,Nike,518.23,GBP,N
P000897,Fitness Tracker,Sports,Reebok,432.88,GBP,Y
P000898,Headphones,Electronics,Sony,1074.46,GBP,Y
P000899,Dining Table,Home,Philips,414.99,GBP,Y
P000900,Dumbbells,Sports,Garmin,102.33,GBP,Y
P000901,T-Shirt,Clothing,Adidas,284.25,USD,Y
P000902,Desk,Home,Dyson,448.06,EUR,Y
P000903,Laptop,Electronics,Samsung,1892.1,GBP,Y
P000904,Dining Table,Home,Siemens,1448.31,EUR,Y
P000905,Desk,Home,Bosch,788.0,EUR,N
P000906,Tablet,Electronics,Lenovo,71.42,GBP,Y
P000907,Monitor,Electronics,Dell,1540.79,USD,Y
P000908,Jacket,Clothing,H&M,232.28,GBP,Y
P000909,Vacuum Cleaner,Home,Dyson,478.31,USD,Y
P000910,Shampoo,Beauty,Maybelline,175.44,GBP,Y
P000911,Face Cream,Beauty,Garnier,126.45,GBP,Y
P000912,Football,Sports,Reebok,304.11,EUR,Y
P000913,Body Lotion,Beauty,Dove,154.79,EUR,Y
P000914,Smartphone,Electronics,Apple,902.77,GBP,Y
P000915,Keyboard,Electronics,Lenovo,1688.85,GBP,Y
P000916,T-Shirt,Clothing,Nike,158.32,EUR,Y
P000917,Desk,Home,IKEA,960.64,GBP,N
P000918,Headphones,Electronics,Apple,428.92,USD,Y
P000919,Face Cream,Beauty,Dove,182.87,EUR,N
P000920,Coffee Machine,Home,IKEA,665.14,GBP,Y
P000921,T-Shirt,Clothing,Adidas,238.4,USD,Y
P000922,Sneakers,Clothing,H&M,84.37,USD,Y
P000923,Smartphone,Electronics,LG,1740.77,USD,Y
P000924,Chair,Home,Bosch,1064.66,USD,Y
P000925,T-Shirt,Clothing,Adidas,101.54,GBP,Y
P000926,Jacket,Clothing,H&M,330.57,EUR,Y
P000927,Jacket,Clothing,Adidas,305.25,GBP,Y
P000928,Running Shoes,Sports,Puma,131.1,GBP,Y
P000929,Keyboard,Electronics,Lenovo,42.9,EUR,Y
P000930,Fitness Tracker,Sports,Reebok,338.91,EUR,Y
P000931,Monitor,Electronics,Sony,626.86,USD,Y
P000932,Jacket,Clothing,Nike,287.54,EUR,Y
P000933,Shampoo,Beauty,Nivea,179.94,GBP,N
P000934,Dumbbells,Sports,Puma,336.15,EUR,Y
